compte_courant,duree_mois,historique_credit,objectif_credit,montant_credit,epargne,emploi_depuis,taux_remboursement,statut_personnel,garants,residence_depuis,patrimoine,age,autres_credits,logement,nb_credits_banque,emploi,personnes_a_charge,telephone,travailleur_etranger,classe
0-200 DM,24,Crédits en cours remboursés,Voiture (neuve),2718,< 100 DM,1-4 ans,3,Femme divorcée/mariée,Aucun,4,Épargne logement/Assurance vie,20,Aucun,Location,1,Non qualifié (résident),1,Oui (à son nom),Oui,Mauvais client
< 0 DM (découvert),24,Tous crédits remboursés ici,Autres,1358,Pas d'épargne,>= 7 ans,4,Homme célibataire,Aucun,3,Voiture ou autre,40,Magasins,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
0-200 DM,6,Tous crédits remboursés ici,Voiture (neuve),931,100-500 DM,< 1 an,1,Femme divorcée/mariée,Aucun,1,Épargne logement/Assurance vie,32,Magasins,Propriétaire,1,Non qualifié (résident),1,Non,Oui,Mauvais client
< 0 DM (découvert),24,Crédits en cours remboursés,Voiture (neuve),1442,< 100 DM,4-7 ans,4,Femme divorcée/mariée,Aucun,4,Voiture ou autre,23,Aucun,Location,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,24,Aucun crédit / tous remboursés,Business,4241,< 100 DM,1-4 ans,1,Homme célibataire,Aucun,4,Immobilier,36,Aucun,Propriétaire,3,Non qualifié (résident),1,Oui (à son nom),Oui,Mauvais client
Pas de compte,18,Compte critique / autres crédits,Voiture (neuve),2775,< 100 DM,4-7 ans,2,Homme célibataire,Aucun,2,Épargne logement/Assurance vie,31,Banque,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
Pas de compte,24,Retards de paiement passés,Business,3863,< 100 DM,1-4 ans,1,Homme célibataire,Aucun,2,Aucun patrimoine,32,Aucun,Gratuit,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,7,Crédits en cours remboursés,Radio/Télévision,2329,< 100 DM,< 1 an,1,Femme divorcée/mariée,Garant,1,Immobilier,45,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,9,Crédits en cours remboursés,Meubles/Équipement,918,< 100 DM,1-4 ans,4,Femme divorcée/mariée,Aucun,1,Épargne logement/Assurance vie,30,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,24,Tous crédits remboursés ici,Éducation,1837,< 100 DM,4-7 ans,4,Femme divorcée/mariée,Aucun,4,Aucun patrimoine,34,Banque,Gratuit,1,Non qualifié (résident),1,Non,Oui,Mauvais client
Pas de compte,36,Crédits en cours remboursés,Meubles/Équipement,3349,< 100 DM,1-4 ans,4,Femme divorcée/mariée,Aucun,2,Voiture ou autre,28,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
>= 200 DM,10,Crédits en cours remboursés,Meubles/Équipement,1275,< 100 DM,< 1 an,4,Femme divorcée/mariée,Aucun,2,Épargne logement/Assurance vie,23,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),24,Tous crédits remboursés ici,Meubles/Équipement,2828,500-1000 DM,1-4 ans,4,Homme célibataire,Aucun,4,Immobilier,22,Magasins,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,24,Compte critique / autres crédits,Business,4526,< 100 DM,1-4 ans,3,Homme célibataire,Aucun,2,Immobilier,74,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
0-200 DM,36,Crédits en cours remboursés,Radio/Télévision,2671,100-500 DM,1-4 ans,4,Femme divorcée/mariée,Co-demandeur,4,Aucun patrimoine,50,Aucun,Gratuit,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
Pas de compte,18,Crédits en cours remboursés,Radio/Télévision,2051,< 100 DM,< 1 an,4,Homme célibataire,Aucun,1,Immobilier,33,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,15,Crédits en cours remboursés,Voiture (occasion),1300,Pas d'épargne,>= 7 ans,4,Homme célibataire,Aucun,4,Aucun patrimoine,45,Banque,Gratuit,1,Qualifié/Employé/Fonctionnaire,2,Non,Oui,Bon client
< 0 DM (découvert),12,Crédits en cours remboursés,Électroménager,741,100-500 DM,Sans emploi,4,Femme divorcée/mariée,Aucun,3,Épargne logement/Assurance vie,22,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
>= 200 DM,10,Crédits en cours remboursés,Voiture (neuve),1240,100-500 DM,>= 7 ans,1,Femme divorcée/mariée,Aucun,4,Aucun patrimoine,48,Aucun,Gratuit,1,Non qualifié (résident),2,Non,Oui,Mauvais client
< 0 DM (découvert),21,Crédits en cours remboursés,Radio/Télévision,3357,>= 1000 DM,< 1 an,4,Femme divorcée/mariée,Aucun,2,Voiture ou autre,29,Banque,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),24,Tous crédits remboursés ici,Voiture (occasion),3632,< 100 DM,1-4 ans,1,Femme divorcée/mariée,Garant,4,Voiture ou autre,22,Banque,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Non,Bon client
Pas de compte,18,Retards de paiement passés,Meubles/Équipement,1808,< 100 DM,4-7 ans,4,Femme divorcée/mariée,Aucun,1,Immobilier,22,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,48,Aucun crédit / tous remboursés,Business,12204,Pas d'épargne,1-4 ans,2,Homme célibataire,Aucun,2,Voiture ou autre,48,Banque,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
0-200 DM,60,Retards de paiement passés,Radio/Télévision,9157,Pas d'épargne,1-4 ans,2,Homme célibataire,Aucun,2,Aucun patrimoine,27,Aucun,Gratuit,1,Cadre/Indépendant/Dirigeant,1,Non,Oui,Bon client
< 0 DM (découvert),6,Compte critique / autres crédits,Voiture (neuve),3676,< 100 DM,1-4 ans,1,Homme célibataire,Aucun,3,Immobilier,37,Aucun,Location,3,Qualifié/Employé/Fonctionnaire,2,Non,Oui,Bon client
0-200 DM,30,Crédits en cours remboursés,Meubles/Équipement,3441,100-500 DM,1-4 ans,2,Femme divorcée/mariée,Co-demandeur,4,Voiture ou autre,21,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
Pas de compte,12,Crédits en cours remboursés,Voiture (neuve),640,< 100 DM,1-4 ans,4,Homme divorcé/séparé,Aucun,2,Immobilier,49,Aucun,Propriétaire,1,Non qualifié (résident),1,Non,Oui,Bon client
0-200 DM,21,Compte critique / autres crédits,Business,3652,< 100 DM,4-7 ans,2,Homme célibataire,Aucun,3,Épargne logement/Assurance vie,27,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,18,Compte critique / autres crédits,Voiture (neuve),1530,< 100 DM,1-4 ans,3,Homme célibataire,Aucun,2,Épargne logement/Assurance vie,32,Banque,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
Pas de compte,48,Crédits en cours remboursés,Business,3914,Pas d'épargne,1-4 ans,4,Homme divorcé/séparé,Aucun,2,Immobilier,38,Banque,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
< 0 DM (découvert),12,Crédits en cours remboursés,Meubles/Équipement,1858,< 100 DM,< 1 an,4,Femme divorcée/mariée,Aucun,1,Voiture ou autre,22,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),18,Crédits en cours remboursés,Radio/Télévision,2600,< 100 DM,1-4 ans,4,Homme célibataire,Aucun,4,Aucun patrimoine,65,Aucun,Gratuit,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
Pas de compte,15,Crédits en cours remboursés,Radio/Télévision,1979,Pas d'épargne,>= 7 ans,4,Homme célibataire,Aucun,2,Voiture ou autre,35,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
>= 200 DM,6,Crédits en cours remboursés,Meubles/Équipement,2116,< 100 DM,1-4 ans,2,Homme célibataire,Aucun,2,Immobilier,41,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,9,Tous crédits remboursés ici,Voiture (neuve),1437,100-500 DM,4-7 ans,2,Homme célibataire,Aucun,3,Aucun patrimoine,29,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
Pas de compte,42,Compte critique / autres crédits,Meubles/Équipement,4042,500-1000 DM,1-4 ans,4,Homme célibataire,Aucun,4,Immobilier,36,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,9,Crédits en cours remboursés,Éducation,3832,Pas d'épargne,>= 7 ans,1,Homme célibataire,Aucun,4,Immobilier,64,Aucun,Propriétaire,1,Non qualifié (résident),1,Non,Oui,Bon client
< 0 DM (découvert),24,Crédits en cours remboursés,Radio/Télévision,3660,< 100 DM,1-4 ans,2,Femme divorcée/mariée,Aucun,4,Voiture ou autre,28,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),18,Tous crédits remboursés ici,Meubles/Équipement,1553,< 100 DM,1-4 ans,4,Homme célibataire,Aucun,3,Voiture ou autre,44,Banque,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,15,Crédits en cours remboursés,Radio/Télévision,1444,Pas d'épargne,< 1 an,4,Homme célibataire,Aucun,1,Épargne logement/Assurance vie,23,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,9,Crédits en cours remboursés,Meubles/Équipement,1980,< 100 DM,< 1 an,2,Femme divorcée/mariée,Co-demandeur,2,Voiture ou autre,19,Aucun,Location,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,24,Crédits en cours remboursés,Voiture (neuve),1355,< 100 DM,< 1 an,3,Femme divorcée/mariée,Aucun,4,Voiture ou autre,25,Aucun,Propriétaire,1,Non qualifié (résident),1,Oui (à son nom),Oui,Mauvais client
Pas de compte,12,Crédits en cours remboursés,Éducation,1393,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Épargne logement/Assurance vie,47,Banque,Propriétaire,3,Qualifié/Employé/Fonctionnaire,2,Oui (à son nom),Oui,Bon client
Pas de compte,24,Crédits en cours remboursés,Radio/Télévision,1376,500-1000 DM,4-7 ans,4,Femme divorcée/mariée,Aucun,1,Voiture ou autre,28,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,60,Retards de paiement passés,Radio/Télévision,15653,< 100 DM,4-7 ans,2,Homme célibataire,Aucun,4,Voiture ou autre,21,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,12,Crédits en cours remboursés,Radio/Télévision,1493,< 100 DM,< 1 an,4,Femme divorcée/mariée,Aucun,3,Voiture ou autre,34,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,2,Non,Oui,Bon client
< 0 DM (découvert),42,Retards de paiement passés,Radio/Télévision,4370,< 100 DM,4-7 ans,3,Homme célibataire,Aucun,2,Épargne logement/Assurance vie,26,Banque,Propriétaire,2,Qualifié/Employé/Fonctionnaire,2,Oui (à son nom),Oui,Mauvais client
< 0 DM (découvert),18,Crédits en cours remboursés,Éducation,750,< 100 DM,Sans emploi,4,Femme divorcée/mariée,Aucun,1,Immobilier,27,Aucun,Propriétaire,1,Sans emploi/Non qualifié (non-résident),1,Non,Oui,Mauvais client
0-200 DM,15,Crédits en cours remboursés,Réparations,1308,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Voiture ou autre,38,Aucun,Propriétaire,2,Non qualifié (résident),1,Non,Oui,Bon client
Pas de compte,15,Crédits en cours remboursés,Éducation,4623,100-500 DM,1-4 ans,3,Homme célibataire,Aucun,2,Épargne logement/Assurance vie,40,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,24,Compte critique / autres crédits,Radio/Télévision,1851,< 100 DM,4-7 ans,4,Homme marié/veuf,Garant,2,Voiture ou autre,33,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),18,Compte critique / autres crédits,Radio/Télévision,1880,< 100 DM,4-7 ans,4,Homme marié/veuf,Aucun,1,Épargne logement/Assurance vie,32,Aucun,Propriétaire,2,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
Pas de compte,36,Retards de paiement passés,Business,7980,Pas d'épargne,< 1 an,4,Homme célibataire,Aucun,4,Voiture ou autre,27,Aucun,Location,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
< 0 DM (découvert),30,Aucun crédit / tous remboursés,Meubles/Équipement,4583,< 100 DM,1-4 ans,2,Homme divorcé/séparé,Garant,2,Immobilier,32,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,12,Crédits en cours remboursés,Voiture (neuve),1386,500-1000 DM,1-4 ans,2,Femme divorcée/mariée,Aucun,2,Épargne logement/Assurance vie,26,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
>= 200 DM,24,Crédits en cours remboursés,Voiture (neuve),947,< 100 DM,4-7 ans,4,Homme célibataire,Aucun,3,Aucun patrimoine,38,Banque,Gratuit,1,Qualifié/Employé/Fonctionnaire,2,Non,Oui,Mauvais client
< 0 DM (découvert),12,Crédits en cours remboursés,Éducation,684,< 100 DM,1-4 ans,4,Homme célibataire,Aucun,4,Voiture ou autre,40,Aucun,Location,1,Non qualifié (résident),2,Non,Oui,Mauvais client
< 0 DM (découvert),48,Crédits en cours remboursés,Éducation,7476,< 100 DM,4-7 ans,4,Homme célibataire,Aucun,1,Aucun patrimoine,50,Aucun,Gratuit,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
0-200 DM,12,Crédits en cours remboursés,Meubles/Équipement,1922,< 100 DM,1-4 ans,4,Homme célibataire,Aucun,2,Épargne logement/Assurance vie,37,Aucun,Propriétaire,1,Non qualifié (résident),1,Non,Oui,Mauvais client
< 0 DM (découvert),24,Crédits en cours remboursés,Voiture (neuve),2303,< 100 DM,>= 7 ans,4,Homme célibataire,Co-demandeur,1,Immobilier,45,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,36,Retards de paiement passés,Voiture (neuve),8086,100-500 DM,>= 7 ans,2,Homme célibataire,Aucun,4,Voiture ou autre,42,Aucun,Propriétaire,4,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,24,Compte critique / autres crédits,Voiture (occasion),2346,< 100 DM,4-7 ans,4,Homme célibataire,Aucun,3,Voiture ou autre,35,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),14,Crédits en cours remboursés,Voiture (neuve),3973,< 100 DM,Sans emploi,1,Homme célibataire,Aucun,4,Aucun patrimoine,22,Aucun,Gratuit,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,12,Crédits en cours remboursés,Voiture (neuve),888,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Voiture ou autre,41,Banque,Propriétaire,1,Non qualifié (résident),2,Non,Oui,Mauvais client
Pas de compte,48,Crédits en cours remboursés,Radio/Télévision,10222,Pas d'épargne,4-7 ans,4,Homme célibataire,Aucun,3,Voiture ou autre,37,Magasins,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,30,Aucun crédit / tous remboursés,Business,4221,< 100 DM,1-4 ans,2,Femme divorcée/mariée,Aucun,1,Voiture ou autre,28,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,18,Compte critique / autres crédits,Meubles/Équipement,6361,< 100 DM,>= 7 ans,2,Homme célibataire,Aucun,1,Aucun patrimoine,41,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
>= 200 DM,12,Crédits en cours remboursés,Radio/Télévision,1297,< 100 DM,1-4 ans,3,Homme marié/veuf,Aucun,4,Immobilier,23,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),12,Crédits en cours remboursés,Voiture (neuve),900,Pas d'épargne,1-4 ans,4,Homme marié/veuf,Aucun,2,Voiture ou autre,23,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
Pas de compte,21,Crédits en cours remboursés,Meubles/Équipement,2241,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,2,Immobilier,50,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,6,Retards de paiement passés,Meubles/Équipement,1050,< 100 DM,Sans emploi,4,Homme célibataire,Aucun,1,Épargne logement/Assurance vie,35,Magasins,Propriétaire,2,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
>= 200 DM,6,Compte critique / autres crédits,Éducation,1047,< 100 DM,1-4 ans,2,Femme divorcée/mariée,Aucun,4,Épargne logement/Assurance vie,50,Aucun,Propriétaire,1,Non qualifié (résident),1,Non,Oui,Bon client
Pas de compte,24,Compte critique / autres crédits,Autres,6314,< 100 DM,Sans emploi,4,Homme célibataire,Co-demandeur,2,Aucun patrimoine,27,Banque,Propriétaire,2,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
0-200 DM,30,Tous crédits remboursés ici,Meubles/Équipement,3496,>= 1000 DM,1-4 ans,4,Homme célibataire,Aucun,2,Voiture ou autre,34,Magasins,Propriétaire,1,Qualifié/Employé/Fonctionnaire,2,Oui (à son nom),Oui,Bon client
Pas de compte,48,Tous crédits remboursés ici,Business,3609,< 100 DM,1-4 ans,1,Femme divorcée/mariée,Aucun,1,Immobilier,27,Magasins,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),12,Compte critique / autres crédits,Voiture (neuve),4843,< 100 DM,>= 7 ans,3,Homme célibataire,Co-demandeur,4,Épargne logement/Assurance vie,43,Aucun,Location,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
>= 200 DM,30,Compte critique / autres crédits,Radio/Télévision,3017,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Épargne logement/Assurance vie,47,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,24,Compte critique / autres crédits,Business,4139,100-500 DM,1-4 ans,3,Homme célibataire,Aucun,3,Épargne logement/Assurance vie,27,Aucun,Propriétaire,2,Non qualifié (résident),1,Oui (à son nom),Oui,Bon client
Pas de compte,36,Crédits en cours remboursés,Business,5742,100-500 DM,4-7 ans,2,Homme célibataire,Aucun,2,Voiture ou autre,31,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,60,Crédits en cours remboursés,Voiture (neuve),10366,< 100 DM,>= 7 ans,2,Homme célibataire,Aucun,4,Épargne logement/Assurance vie,42,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
Pas de compte,6,Compte critique / autres crédits,Voiture (neuve),2080,500-1000 DM,1-4 ans,1,Homme marié/veuf,Aucun,2,Voiture ou autre,24,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,21,Retards de paiement passés,Business,2580,500-1000 DM,< 1 an,4,Homme célibataire,Aucun,2,Immobilier,41,Banque,Propriétaire,1,Non qualifié (résident),2,Non,Oui,Mauvais client
Pas de compte,30,Compte critique / autres crédits,Radio/Télévision,4530,< 100 DM,4-7 ans,4,Femme divorcée/mariée,Aucun,4,Voiture ou autre,26,Aucun,Location,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
Pas de compte,24,Compte critique / autres crédits,Meubles/Équipement,5150,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Voiture ou autre,33,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,72,Crédits en cours remboursés,Radio/Télévision,5595,100-500 DM,1-4 ans,2,Homme marié/veuf,Aucun,2,Voiture ou autre,24,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
< 0 DM (découvert),24,Crédits en cours remboursés,Radio/Télévision,2384,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Immobilier,64,Banque,Location,1,Non qualifié (résident),1,Non,Oui,Bon client
Pas de compte,18,Crédits en cours remboursés,Radio/Télévision,1453,< 100 DM,< 1 an,3,Femme divorcée/mariée,Aucun,1,Immobilier,26,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,6,Crédits en cours remboursés,Éducation,1538,< 100 DM,< 1 an,1,Femme divorcée/mariée,Aucun,2,Aucun patrimoine,56,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,12,Crédits en cours remboursés,Radio/Télévision,2279,Pas d'épargne,1-4 ans,4,Homme célibataire,Aucun,4,Aucun patrimoine,37,Aucun,Gratuit,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,15,Retards de paiement passés,Radio/Télévision,1478,< 100 DM,1-4 ans,4,Homme marié/veuf,Aucun,3,Immobilier,33,Banque,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,24,Compte critique / autres crédits,Radio/Télévision,5103,< 100 DM,< 1 an,3,Homme marié/veuf,Aucun,3,Aucun patrimoine,47,Aucun,Gratuit,3,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,36,Retards de paiement passés,Business,9857,100-500 DM,4-7 ans,1,Homme célibataire,Aucun,3,Épargne logement/Assurance vie,31,Aucun,Propriétaire,2,Non qualifié (résident),2,Oui (à son nom),Oui,Bon client
Pas de compte,60,Crédits en cours remboursés,Voiture (neuve),6527,Pas d'épargne,1-4 ans,4,Homme célibataire,Aucun,4,Aucun patrimoine,34,Aucun,Gratuit,1,Qualifié/Employé/Fonctionnaire,2,Oui (à son nom),Oui,Bon client
>= 200 DM,10,Compte critique / autres crédits,Radio/Télévision,1347,Pas d'épargne,4-7 ans,4,Homme célibataire,Aucun,2,Épargne logement/Assurance vie,27,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,36,Retards de paiement passés,Voiture (neuve),2862,100-500 DM,>= 7 ans,4,Homme célibataire,Aucun,3,Aucun patrimoine,30,Aucun,Gratuit,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
